School ID,School Name,Network,Subject,Grade,2014 # Tested,2014 % Students Making National Average Growth,2014 National School Growth Percentile,2015 # Tested,2015 % Students Making National Average Growth,2015 National School Growth Percentile,2016 # Tested,2016 % Students Making National Average Growth,2016 National School Growth Percentile
610217,WARD J,Network 6,MATH,Grade 4,50,64,81,57,54.4,48,59,52.5,61
610217,WARD J,Network 6,MATH,Grade 5,55,60,90,47,68.1,88,55,78.2,94
610217,WARD J,Network 6,MATH,Grade 6,39,51.3,80,56,66.1,64,47,57.4,55
610217,WARD J,Network 6,MATH,Grade 7,39,84.6,99,36,83.3,96,47,83,99
610217,WARD J,Network 6,MATH,Grade 8,36,63.9,93,39,66.7,45,35,88.6,99
610217,WARD J,Network 6,MATH,Grades 3-8 Combined,274,65,93,293,65.2,73,290,69.3,89
610217,WARD J,Network 6,READING,Grade 3,55,41.8,52,58,48.3,44,47,53.2,48
610217,WARD J,Network 6,READING,Grade 4,50,40,29,57,77.2,98,59,64.4,82
610217,WARD J,Network 6,READING,Grade 5,55,61.8,78,47,61.7,83,55,54.5,32
610217,WARD J,Network 6,READING,Grade 6,38,65.8,81,56,51.8,48,47,85.1,95
610217,WARD J,Network 6,READING,Grade 7,39,82.1,99,36,75,98,47,76.6,98
610217,WARD J,Network 6,READING,Grade 8,36,55.6,82,39,43.6,24,35,60,46
610217,WARD J,Network 6,READING,Grades 3-8 Combined,273,56.4,78,293,59.4,71,290,65.5,76
610218,WARREN,Network 12,MATH,Grade 3,19,78.9,93,20,60,68,23,73.9,82
610218,WARREN,Network 12,MATH,Grade 4,28,82.1,99,19,57.9,64,18,27.8,1
610218,WARREN,Network 12,MATH,Grade 5,24,45.8,47,29,69,71,26,53.8,56
610218,WARREN,Network 12,MATH,Grade 6,37,51.4,60,21,52.4,42,30,36.7,5
610218,WARREN,Network 12,MATH,Grade 7,24,41.7,24,34,70.6,82,25,72,83
610218,WARREN,Network 12,MATH,Grade 8,36,44.4,9,28,82.1,99,40,40,21
610218,WARREN,Network 12,MATH,Grades 3-8 Combined,168,56,67,151,66.9,81,162,50,32
610218,WARREN,Network 12,READING,Grade 3,20,60,79,20,70,99,23,73.9,99
610218,WARREN,Network 12,READING,Grade 4,28,57.1,92,18,83.3,99,18,44.4,48
610218,WARREN,Network 12,READING,Grade 5,24,29.2,5,30,46.7,34,26,50,5
610218,WARREN,Network 12,READING,Grade 6,38,68.4,90,21,76.2,96,30,46.7,58
610218,WARREN,Network 12,READING,Grade 7,23,82.6,99,35,54.3,73,25,80,96
610218,WARREN,Network 12,READING,Grade 8,36,33.3,1,28,50,62,40,77.5,93
610218,WARREN,Network 12,READING,Grades 3-8 Combined,169,54.4,71,152,60.5,83,162,63.6,79
610219,WASHINGTON G ES,Network 13,MATH,Grade 3,80,45,64,87,26.4,7,74,43.2,37
610219,WASHINGTON G ES,Network 13,MATH,Grade 4,86,58.1,74,90,42.2,16,85,41.2,24
610219,WASHINGTON G ES,Network 13,MATH,Grade 5,86,52.3,74,89,42.7,25,86,70.9,75
610219,WASHINGTON G ES,Network 13,MATH,Grade 6,83,48.2,44,87,41.4,18,91,46.2,27
610219,WASHINGTON G ES,Network 13,MATH,Grade 7,78,61.5,55,82,73.2,98,86,69.8,96
610219,WASHINGTON G ES,Network 13,MATH,Grade 8,71,77.5,99,82,78,96,84,65.5,78
610219,WASHINGTON G ES,Network 13,MATH,Grades 3-8 Combined,484,56.6,70,517,50.1,45,506,56.3,60
610219,WASHINGTON G ES,Network 13,READING,Grade 3,80,48.8,42,87,49.4,8,74,51.4,42
610219,WASHINGTON G ES,Network 13,READING,Grade 4,86,45.3,43,90,53.3,45,85,62.4,83
610219,WASHINGTON G ES,Network 13,READING,Grade 5,86,54.7,64,89,59.6,79,86,64,87
610219,WASHINGTON G ES,Network 13,READING,Grade 6,83,61.4,83,87,59.8,63,91,56,48
610219,WASHINGTON G ES,Network 13,READING,Grade 7,78,53.8,61,82,63.4,58,86,69.8,79
610219,WASHINGTON G ES,Network 13,READING,Grade 8,71,77.5,99,82,73.2,90,84,72.6,92
610219,WASHINGTON G ES,Network 13,READING,Grades 3-8 Combined,484,56.4,75,517,59.6,60,506,62.8,76
610220,WATERS,Network 2,MATH,Grade 3,66,31.8,23,75,68,85,77,51.9,41
610220,WATERS,Network 2,MATH,Grade 4,71,91.5,99,72,86.1,99,78,82.1,99
610220,WATERS,Network 2,MATH,Grade 5,50,50,66,70,30,7,72,30.6,6
610220,WATERS,Network 2,MATH,Grade 6,71,25.4,7,48,72.9,94,62,56.5,45
610220,WATERS,Network 2,MATH,Grade 7,52,40.4,11,60,63.3,82,44,45.5,34
610220,WATERS,Network 2,MATH,Grade 8,55,52.7,54,50,52,50,61,21.3,3
610220,WATERS,Network 2,MATH,Grades 3-8 Combined,365,49,56,375,62.1,75,394,49.2,45
610220,WATERS,Network 2,READING,Grade 3,66,48.5,44,75,65.3,46,77,53.2,42
610220,WATERS,Network 2,READING,Grade 4,71,53.5,92,72,69.4,89,78,60.3,52
610220,WATERS,Network 2,READING,Grade 5,50,78,99,70,60,59,72,65.3,72
610220,WATERS,Network 2,READING,Grade 6,71,53.5,78,48,52.1,39,62,69.4,85
610220,WATERS,Network 2,READING,Grade 7,52,59.6,89,60,86.7,98,44,75,99
610220,WATERS,Network 2,READING,Grade 8,55,54.5,82,50,68,45,61,59,30
610220,WATERS,Network 2,READING,Grades 3-8 Combined,365,57,89,375,67.2,70,394,62.7,66
610221,WEBSTER,Network 5,MATH,Grade 3,24,87.5,99,23,95.7,99,23,87,99
610221,WEBSTER,Network 5,MATH,Grade 4,27,70.4,99,23,52.2,57,26,61.5,82
610221,WEBSTER,Network 5,MATH,Grade 5,35,85.7,99,23,47.8,54,21,52.4,42
610221,WEBSTER,Network 5,MATH,Grade 6,24,29.2,9,33,21.2,1,27,51.9,16
610221,WEBSTER,Network 5,MATH,Grade 7,24,66.7,94,18,38.9,45,30,56.7,59
610221,WEBSTER,Network 5,MATH,Grade 8,27,33.3,8,33,66.7,90,22,81.8,99
610221,WEBSTER,Network 5,MATH,Grades 3-8 Combined,161,63.4,86,153,52.9,73,149,64.4,82
610221,WEBSTER,Network 5,READING,Grade 3,24,91.7,95,23,78.3,99,23,82.6,99
610221,WEBSTER,Network 5,READING,Grade 4,27,48.1,68,23,60.9,45,26,61.5,97
610221,WEBSTER,Network 5,READING,Grade 5,35,71.4,94,23,43.5,45,21,76.2,99
610221,WEBSTER,Network 5,READING,Grade 6,24,50,15,33,51.5,28,28,53.6,59
610221,WEBSTER,Network 5,READING,Grade 7,24,58.3,68,18,61.1,58,31,58.1,56
610221,WEBSTER,Network 5,READING,Grade 8,27,55.6,46,33,75.8,96,22,86.4,99
610221,WEBSTER,Network 5,READING,Grades 3-8 Combined,161,62.7,80,153,62.1,81,151,68.2,98
610223,WENTWORTH,Network 11,MATH,Grade 3,46,39.1,9,61,50.8,53,52,61.5,84
610223,WENTWORTH,Network 11,MATH,Grade 4,45,51.1,38,42,59.5,76,45,44.4,52
610223,WENTWORTH,Network 11,MATH,Grade 5,54,27.8,4,44,56.8,69,41,48.8,28
610223,WENTWORTH,Network 11,MATH,Grade 6,47,48.9,36,56,62.5,69,36,52.8,44
610223,WENTWORTH,Network 11,MATH,Grade 7,35,65.7,89,47,63.8,88,44,20.5,1
610223,WENTWORTH,Network 11,MATH,Grade 8,47,74.5,88,31,61.3,84,39,35.9,5
610223,WENTWORTH,Network 11,MATH,Grades 3-8 Combined,274,50,37,281,58.7,73,257,44.4,30
610223,WENTWORTH,Network 11,READING,Grade 3,47,36.2,1,61,42.6,20,52,59.6,90
610223,WENTWORTH,Network 11,READING,Grade 4,46,60.9,70,42,76.2,99,45,46.7,31
610223,WENTWORTH,Network 11,READING,Grade 5,54,44.4,3,44,59.1,85,41,48.8,38
610223,WENTWORTH,Network 11,READING,Grade 6,50,60,45,56,71.4,94,35,45.7,12
610223,WENTWORTH,Network 11,READING,Grade 7,41,46.3,15,47,48.9,48,43,32.6,4
610223,WENTWORTH,Network 11,READING,Grade 8,46,58.7,82,32,75,99,39,64.1,69
610223,WENTWORTH,Network 11,READING,Grades 3-8 Combined,284,51.1,17,282,60.6,83,255,49.8,42
610225,WHISTLER,Network 13,MATH,Grade 3,22,54.5,81,34,70.6,99,25,36,1
610225,WHISTLER,Network 13,MATH,Grade 4,16,100,99,23,73.9,97,33,48.5,1
610225,WHISTLER,Network 13,MATH,Grade 5,28,78.6,99,21,76.2,99,36,36.1,2
610225,WHISTLER,Network 13,MATH,Grade 6,30,43.3,46,29,48.3,25,24,16.7,1
610225,WHISTLER,Network 13,MATH,Grade 7,32,75,99,25,80,99,27,51.9,73
610225,WHISTLER,Network 13,MATH,Grade 8,35,77.1,99,29,75.9,99,24,83.3,99
610225,WHISTLER,Network 13,MATH,Grades 3-8 Combined,163,69.9,99,161,70.2,98,169,45,9
610225,WHISTLER,Network 13,READING,Grade 3,22,68.2,99,34,76.5,99,25,56,14
610225,WHISTLER,Network 13,READING,Grade 4,16,62.5,93,23,73.9,99,33,72.7,99
610225,WHISTLER,Network 13,READING,Grade 5,28,89.3,99,21,81,99,36,66.7,68
610225,WHISTLER,Network 13,READING,Grade 6,31,67.7,99,29,69,98,24,54.2,54
610225,WHISTLER,Network 13,READING,Grade 7,32,90.6,99,25,88,99,27,55.6,76
610225,WHISTLER,Network 13,READING,Grade 8,35,85.7,99,29,93.1,99,24,66.7,76
610225,WHISTLER,Network 13,READING,Grades 3-8 Combined,164,79.3,99,161,80.1,99,169,62.7,73
610226,SANDOVAL,Network 8,MATH,Grade 3,101,63.4,89,106,72.6,95,100,83,97
610226,SANDOVAL,Network 8,MATH,Grade 4,129,62.8,81,137,33.6,11,143,58,63
610226,SANDOVAL,Network 8,MATH,Grade 5,174,39.7,30,155,35.5,21,151,62.3,75
610226,SANDOVAL,Network 8,MATH,Grades 3-8 Combined,404,53,63,398,44.7,39,394,66,84
610226,SANDOVAL,Network 8,READING,Grade 3,101,46.5,44,106,67.9,94,99,53.5,38
610226,SANDOVAL,Network 8,READING,Grade 4,129,45,22,137,47.4,22,143,49.7,25
610226,SANDOVAL,Network 8,READING,Grade 5,174,50.6,36,154,68.2,94,151,57,72
610226,SANDOVAL,Network 8,READING,Grades 3-8 Combined,404,47.8,31,397,61,78,393,53.4,48
610227,WHITNEY,Network 7,MATH,Grade 3,56,91.1,99,46,91.3,99,52,90.4,99
610227,WHITNEY,Network 7,MATH,Grade 4,72,70.8,96,80,60,60,69,63.8,67
610227,WHITNEY,Network 7,MATH,Grade 5,120,43.3,55,91,39.6,23,99,32.3,13
610227,WHITNEY,Network 7,MATH,Grade 6,88,33,15,109,52.3,55,88,42,27
610227,WHITNEY,Network 7,MATH,Grade 7,83,53,36,85,75.3,98,101,66.3,83
610227,WHITNEY,Network 7,MATH,Grade 8,90,76.7,93,78,78.2,98,82,72,87
610227,WHITNEY,Network 7,MATH,Grades 3-8 Combined,509,58.2,77,489,63,83,491,58.2,68
610227,WHITNEY,Network 7,READING,Grade 3,56,57.1,63,47,74.5,99,52,73.1,99
610227,WHITNEY,Network 7,READING,Grade 4,72,40.3,24,80,55,73,69,59.4,48
610227,WHITNEY,Network 7,READING,Grade 5,120,33.3,3,91,62.6,93,99,65.7,92
610227,WHITNEY,Network 7,READING,Grade 6,88,45.5,39,110,73.6,99,88,72.7,94
610227,WHITNEY,Network 7,READING,Grade 7,84,51.2,30,85,68.2,87,101,62.4,82
610227,WHITNEY,Network 7,READING,Grade 8,90,55.6,74,78,84.6,99,82,70.7,92
610227,WHITNEY,Network 7,READING,Grades 3-8 Combined,510,45.9,25,491,69.5,96,491,67,89
610228,WHITTIER,Network 7,MATH,Grade 3,7,,,9,,,9,,
610228,WHITTIER,Network 7,MATH,Grade 4,23,43.5,23,21,4.8,1,13,15.4,13
610228,WHITTIER,Network 7,MATH,Grade 5,22,40.9,22,26,23.1,9,23,21.7,16
610228,WHITTIER,Network 7,MATH,Grade 6,24,25,1,17,58.8,50,26,53.8,52
610228,WHITTIER,Network 7,MATH,Grade 7,16,62.5,65,20,70,98,13,69.2,90
610228,WHITTIER,Network 7,MATH,Grade 8,27,37,9,17,58.8,56,18,61.1,74
610228,WHITTIER,Network 7,MATH,Grades 3-8 Combined,119,41.2,15,110,40.9,30,102,49,53
610228,WHITTIER,Network 7,READING,Grade 3,7,,,9,,,9,,
610228,WHITTIER,Network 7,READING,Grade 4,23,43.5,17,21,71.4,87,13,30.8,8
610228,WHITTIER,Network 7,READING,Grade 5,22,54.5,63,26,57.7,83,23,30.4,9
610228,WHITTIER,Network 7,READING,Grade 6,24,45.8,42,17,64.7,89,26,42.3,39
610228,WHITTIER,Network 7,READING,Grade 7,16,62.5,58,20,65,82,13,69.2,93
610228,WHITTIER,Network 7,READING,Grade 8,27,59.3,48,17,52.9,85,18,88.9,84
610228,WHITTIER,Network 7,READING,Grades 3-8 Combined,119,52.9,40,110,63.6,87,102,51,48
610229,PRITZKER,Network 6,MATH,Grade 3,72,56.9,90,70,54.9,59,68,72.1,91
610229,PRITZKER,Network 6,MATH,Grade 4,66,36.4,34,64,39.1,6,82,31.7,10
610229,PRITZKER,Network 6,MATH,Grade 5,83,54.2,61,91,84.6,97,71,78.9,96
610229,PRITZKER,Network 6,MATH,Grade 6,82,64.6,95,80,50,42,104,27.9,2
610229,PRITZKER,Network 6,MATH,Grade 7,71,36.6,12,72,62.5,84,72,79.2,93
610229,PRITZKER,Network 6,MATH,Grade 8,60,36.7,7,78,60.3,64,70,38.6,7
610229,PRITZKER,Network 6,MATH,Grades 3-8 Combined,434,48.6,58,455,59.9,68,467,52.2,43
610229,PRITZKER,Network 6,READING,Grade 3,72,45.8,84,70,57.1,32,69,46.4,23
610229,PRITZKER,Network 6,READING,Grade 4,65,35.4,18,64,46.9,23,83,49.4,14
610229,PRITZKER,Network 6,READING,Grade 5,84,52.4,71,91,80.2,98,72,62.5,78
610229,PRITZKER,Network 6,READING,Grade 6,82,62.2,97,80,76.3,83,103,76.7,83
610229,PRITZKER,Network 6,READING,Grade 7,71,54.9,57,73,63,87,72,73.6,96
610229,PRITZKER,Network 6,READING,Grade 8,60,65,89,78,69.2,75,70,64.3,67
610229,PRITZKER,Network 6,READING,Grades 3-8 Combined,434,52.8,78,456,66.7,76,469,62.9,66
610230,WILDWOOD,Network 1,MATH,Grade 3,41,65.9,98,52,63.5,64,46,76.1,94
610230,WILDWOOD,Network 1,MATH,Grade 4,58,84.5,99,50,56,60,59,62.7,73
610230,WILDWOOD,Network 1,MATH,Grade 5,47,68.1,94,58,41.4,12,50,60,43
610230,WILDWOOD,Network 1,MATH,Grade 6,57,63.2,85,51,29.4,4,60,70,82
610230,WILDWOOD,Network 1,MATH,Grade 7,50,80,98,56,71.4,86,49,89.8,99
610230,WILDWOOD,Network 1,MATH,Grade 8,46,63,96,51,62.7,52,54,72.2,71
610230,WILDWOOD,Network 1,MATH,Grades 3-8 Combined,299,71.2,97,318,54.1,40,318,71.4,88
610230,WILDWOOD,Network 1,READING,Grade 3,41,70.7,99,52,63.5,64,46,71.7,70
610230,WILDWOOD,Network 1,READING,Grade 4,58,63.8,99,51,68.6,92,59,59.3,43
610230,WILDWOOD,Network 1,READING,Grade 5,46,50,78,58,53.4,11,50,38,2
610230,WILDWOOD,Network 1,READING,Grade 6,57,68.4,99,50,68,84,60,71.7,89
610230,WILDWOOD,Network 1,READING,Grade 7,50,66,99,56,75,84,49,87.8,99
610230,WILDWOOD,Network 1,READING,Grade 8,46,71.7,99,51,66.7,46,54,57.4,33
610230,WILDWOOD,Network 1,READING,Grades 3-8 Combined,298,65.1,99,318,65.7,64,318,64.2,70
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 3,51,43.1,43,78,75.6,90,90,82.2,96
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 4,53,45.3,22,49,26.5,3,80,52.5,86
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 5,58,34.5,15,61,60.7,81,55,38.2,43
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 6,53,58.5,59,55,47.3,34,61,16.4,1
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 7,56,46.4,24,53,37.7,16,52,65.4,95
610231,NATIONAL TEACHERS,AUSL,MATH,Grade 8,55,50.9,29,50,60,50,59,59.3,76
610231,NATIONAL TEACHERS,AUSL,MATH,Grades 3-8 Combined,326,46.3,31,346,53.5,52,397,54.4,72
610231,NATIONAL TEACHERS,AUSL,READING,Grade 3,51,54.9,81,78,65.4,92,90,63.3,80
610231,NATIONAL TEACHERS,AUSL,READING,Grade 4,53,47.2,36,50,28,3,80,40,5
610231,NATIONAL TEACHERS,AUSL,READING,Grade 5,57,45.6,14,61,42.6,5,55,65.5,74
610231,NATIONAL TEACHERS,AUSL,READING,Grade 6,53,56.6,74,55,69.1,92,61,62.3,83
610231,NATIONAL TEACHERS,AUSL,READING,Grade 7,56,73.2,73,53,52.8,52,52,75,98
610231,NATIONAL TEACHERS,AUSL,READING,Grade 8,55,58.2,74,50,64,78,59,71.2,93
610231,NATIONAL TEACHERS,AUSL,READING,Grades 3-8 Combined,325,56,62,347,54.5,58,397,61.5,75
610234,YATES,Network 5,MATH,Grade 3,38,55.3,29,36,61.1,81,31,19.4,4
610234,YATES,Network 5,MATH,Grade 4,37,37.8,33,31,45.2,58,37,29.7,5
610234,YATES,Network 5,MATH,Grade 5,43,67.4,99,40,37.5,35,28,10.7,1
610234,YATES,Network 5,MATH,Grade 6,43,30.2,4,38,15.8,1,35,28.6,1
610234,YATES,Network 5,MATH,Grade 7,38,39.5,18,42,61.9,95,33,39.4,17
610234,YATES,Network 5,MATH,Grade 8,40,80,92,29,75.9,81,37,43.2,34
610234,YATES,Network 5,MATH,Grades 3-8 Combined,239,51.9,48,216,48.6,53,201,29.4,4
610234,YATES,Network 5,READING,Grade 3,38,34.2,2,36,55.6,52,31,35.5,1
610234,YATES,Network 5,READING,Grade 4,37,51.4,14,31,74.2,99,38,55.3,69
610234,YATES,Network 5,READING,Grade 5,43,55.8,48,40,65,99,28,42.9,24
610234,YATES,Network 5,READING,Grade 6,43,39.5,14,38,50,37,34,41.2,19
610234,YATES,Network 5,READING,Grade 7,38,44.7,17,42,69,92,33,48.5,52
610234,YATES,Network 5,READING,Grade 8,40,62.5,87,28,82.1,92,37,62.2,85
610234,YATES,Network 5,READING,Grades 3-8 Combined,239,48.1,14,215,65.1,86,201,48.3,40
610235,YOUNG ES,Network 3,MATH,Grade 3,88,59.1,67,103,74.8,99,98,59.2,78
610235,YOUNG ES,Network 3,MATH,Grade 4,82,36.6,21,82,28,5,89,36,4
610235,YOUNG ES,Network 3,MATH,Grade 5,92,44.6,33,82,54.9,46,72,33.3,7
610235,YOUNG ES,Network 3,MATH,Grade 6,108,36.1,4,84,34.5,7,82,30.5,5
610235,YOUNG ES,Network 3,MATH,Grade 7,105,28.6,2,114,51.8,74,79,43,17
610235,YOUNG ES,Network 3,MATH,Grade 8,108,58.3,55,106,84.9,99,104,57.7,80
610235,YOUNG ES,Network 3,MATH,Grades 3-8 Combined,583,43.7,21,571,56.6,72,524,44.5,28
610235,YOUNG ES,Network 3,READING,Grade 3,87,46,56,104,73.1,99,98,60.2,88
610235,YOUNG ES,Network 3,READING,Grade 4,82,43.9,36,82,56.1,90,89,43.8,6
610235,YOUNG ES,Network 3,READING,Grade 5,91,41.8,3,82,47.6,28,72,36.1,2
610235,YOUNG ES,Network 3,READING,Grade 6,108,42.6,7,85,54.1,70,82,51.2,48
610235,YOUNG ES,Network 3,READING,Grade 7,104,62.5,70,114,59.6,96,79,36.7,10
610235,YOUNG ES,Network 3,READING,Grade 8,108,63.9,66,106,67.9,95,104,65.4,94
610235,YOUNG ES,Network 3,READING,Grades 3-8 Combined,580,50.7,29,573,60.6,95,524,50.2,46
610237,BEETHOVEN,Network 9,MATH,Grade 3,38,50,38,49,63.3,59,36,66.7,83
610237,BEETHOVEN,Network 9,MATH,Grade 4,39,38.5,3,40,20,1,43,37.2,13
610237,BEETHOVEN,Network 9,MATH,Grade 5,27,48.1,34,45,20,7,31,41.9,29
610237,BEETHOVEN,Network 9,MATH,Grade 6,27,33.3,1,39,48.7,67,39,38.5,34
610237,BEETHOVEN,Network 9,MATH,Grade 7,16,50,20,32,40.6,13,32,46.9,22
610237,BEETHOVEN,Network 9,MATH,Grade 8,21,66.7,75,30,70,88,32,46.9,26
610237,BEETHOVEN,Network 9,MATH,Grades 3-8 Combined,168,46.4,15,235,43,22,213,46,35
610237,BEETHOVEN,Network 9,READING,Grade 3,38,47.4,13,49,63.3,66,36,55.6,84
610237,BEETHOVEN,Network 9,READING,Grade 4,39,43.6,14,40,40,7,42,69,97
610237,BEETHOVEN,Network 9,READING,Grade 5,27,59.3,47,45,46.7,48,31,48.4,59
610237,BEETHOVEN,Network 9,READING,Grade 6,29,62.1,67,40,67.5,83,39,66.7,75
610237,BEETHOVEN,Network 9,READING,Grade 7,17,58.8,48,32,53.1,82,32,31.3,15
610237,BEETHOVEN,Network 9,READING,Grade 8,22,50,36,30,60,90,32,62.5,59
610237,BEETHOVEN,Network 9,READING,Grades 3-8 Combined,172,52.3,25,236,55.1,64,212,56.6,71
610238,BOND,Network 11,MATH,Grade 3,27,55.6,26,32,37.5,20,26,84.6,99
610238,BOND,Network 11,MATH,Grade 4,26,80.8,99,31,32.3,6,25,20,11
610238,BOND,Network 11,MATH,Grade 5,30,63.3,97,17,35.3,25,30,40,24
610238,BOND,Network 11,MATH,Grade 6,18,55.6,82,26,23.1,1,19,68.4,91
610238,BOND,Network 11,MATH,Grade 7,21,85.7,99,18,50,71,23,69.6,80
610238,BOND,Network 11,MATH,Grade 8,26,73.1,99,20,55,45,13,38.5,16
610238,BOND,Network 11,MATH,Grades 3-8 Combined,148,68.9,96,144,37.5,16,136,53.7,78
610238,BOND,Network 11,READING,Grade 3,27,44.4,57,32,53.1,98,23,69.6,99
610238,BOND,Network 11,READING,Grade 4,26,46.2,12,30,50,23,25,40,1
610238,BOND,Network 11,READING,Grade 5,29,62.1,80,17,82.4,99,30,66.7,99
610238,BOND,Network 11,READING,Grade 6,18,50,18,26,69.2,99,19,57.9,82
610238,BOND,Network 11,READING,Grade 7,22,77.3,99,18,77.8,99,24,37.5,11
610238,BOND,Network 11,READING,Grade 8,26,65.4,95,20,75,99,13,61.5,99
610238,BOND,Network 11,READING,Grades 3-8 Combined,148,57.4,78,143,65,99,134,55.2,92
610239,DALEY,Network 8,MATH,Grade 3,26,23.1,4,33,60.6,87,34,58.8,84
610239,DALEY,Network 8,MATH,Grade 4,51,35.3,2,40,70,91,45,42.2,27
610239,DALEY,Network 8,MATH,Grade 5,60,56.7,50,63,57.1,74,50,44,31
610239,DALEY,Network 8,MATH,Grade 6,61,59,71,57,31.6,6,53,39.6,23
610239,DALEY,Network 8,MATH,Grade 7,40,47.5,55,56,33.9,8,53,37.7,20
610239,DALEY,Network 8,MATH,Grade 8,56,50,16,39,56.4,59,55,70.9,85
610239,DALEY,Network 8,MATH,Grades 3-8 Combined,294,48,33,288,49.7,50,290,48.6,45
610239,DALEY,Network 8,READING,Grade 3,26,34.6,4,33,54.5,75,34,52.9,74
610239,DALEY,Network 8,READING,Grade 4,52,44.2,8,40,45,73,45,44.4,14
610239,DALEY,Network 8,READING,Grade 5,60,50,26,63,44.4,48,50,44,66
610239,DALEY,Network 8,READING,Grade 6,61,47.5,36,57,59.6,84,53,71.7,98
610239,DALEY,Network 8,READING,Grade 7,39,53.8,40,56,55.4,58,53,49.1,44
610239,DALEY,Network 8,READING,Grade 8,56,44.6,16,39,69.2,74,55,80,93
610239,DALEY,Network 8,READING,Grades 3-8 Combined,294,46.6,15,288,54.2,70,290,57.9,76
610242,BRENNEMANN,Network 2,MATH,Grade 3,31,77.4,80,38,76.3,91,32,50,64
610242,BRENNEMANN,Network 2,MATH,Grade 4,26,73.1,90,38,55.3,85,33,63.6,60
610242,BRENNEMANN,Network 2,MATH,Grade 5,36,72.2,97,30,53.3,60,34,47.1,21
610242,BRENNEMANN,Network 2,MATH,Grade 6,31,58.1,88,36,75,97,26,46.2,27
610242,BRENNEMANN,Network 2,MATH,Grade 7,32,62.5,55,27,51.9,45,36,44.4,13
610242,BRENNEMANN,Network 2,MATH,Grade 8,51,62.7,71,31,83.9,99,29,62.1,53
610242,BRENNEMANN,Network 2,MATH,Grades 3-8 Combined,207,67.1,84,200,66.5,90,190,52.1,37
610242,BRENNEMANN,Network 2,READING,Grade 3,31,77.4,77,38,57.9,72,32,65.6,86
610242,BRENNEMANN,Network 2,READING,Grade 4,26,65.4,85,39,66.7,99,33,57.6,66
610242,BRENNEMANN,Network 2,READING,Grade 5,36,72.2,76,30,46.7,30,34,47.1,41
610242,BRENNEMANN,Network 2,READING,Grade 6,31,74.2,97,36,55.6,76,26,53.8,63
610242,BRENNEMANN,Network 2,READING,Grade 7,32,62.5,74,27,81.5,97,36,58.3,68
610242,BRENNEMANN,Network 2,READING,Grade 8,51,74.5,97,31,77.4,86,29,65.5,50
610242,BRENNEMANN,Network 2,READING,Grades 3-8 Combined,207,71.5,92,201,63.7,83,190,57.9,64
610244,CLARK HS,Network 3,MATH,Grade 7,,,,,,,,,
610244,CLARK HS,Network 3,MATH,Grade 8,,,,,,,,,
610244,CLARK HS,Network 3,MATH,Grades 3-8 Combined,,,,,,,,,
610244,CLARK HS,Network 3,READING,Grade 7,,,,,,,,,
610244,CLARK HS,Network 3,READING,Grade 8,,,,,,,,,
610244,CLARK HS,Network 3,READING,Grades 3-8 Combined,,,,,,,,,
610246,BEASLEY,Network 9,MATH,Grade 3,126,47.6,36,129,54.3,68,133,54.9,78
610246,BEASLEY,Network 9,MATH,Grade 4,120,48.3,56,123,48,39,135,52.6,55
610246,BEASLEY,Network 9,MATH,Grade 5,140,26.4,6,139,19.4,1,140,18.6,1
610246,BEASLEY,Network 9,MATH,Grade 6,132,58.3,49,138,52.2,52,138,35.5,11
610246,BEASLEY,Network 9,MATH,Grade 7,131,37.4,13,114,58.8,55,123,45.5,27
610246,BEASLEY,Network 9,MATH,Grade 8,123,56.1,48,136,67.6,86,116,78.4,95
610246,BEASLEY,Network 9,MATH,Grades 3-8 Combined,772,45.3,33,779,49.7,40,785,46.6,35
610246,BEASLEY,Network 9,READING,Grade 3,125,50.4,63,129,57.4,75,133,54.9,70
610246,BEASLEY,Network 9,READING,Grade 4,122,55.7,85,123,61,78,136,59.6,45
610246,BEASLEY,Network 9,READING,Grade 5,140,45.7,36,139,41.7,9,141,41.8,3
610246,BEASLEY,Network 9,READING,Grade 6,131,55.7,67,138,49.3,50,138,60.1,75
610246,BEASLEY,Network 9,READING,Grade 7,129,55.8,66,114,55.3,44,125,63.2,82
610246,BEASLEY,Network 9,READING,Grade 8,123,69.1,93,136,66.2,88,116,71.6,89
610246,BEASLEY,Network 9,READING,Grades 3-8 Combined,770,55.2,73,779,54.9,58,789,58,60
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 3,44,72.7,99,48,85.4,98,47,76.6,98
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 4,55,56.4,71,53,35.8,9,55,50.9,40
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 5,57,49.1,50,54,46.3,29,57,45.6,29
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 6,58,31,10,58,36.2,13,52,53.8,31
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 7,56,42.9,39,56,75,92,56,69.6,92
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grade 8,54,51.9,32,55,80,95,57,64.9,68
610248,CHICAGO ACADEMY ES,AUSL,MATH,Grades 3-8 Combined,324,49.7,52,324,59.3,63,324,59.9,66
