School ID,School Name,Network,Subject,Grade,2014 # Tested,2014 % Students Making National Average Growth,2014 National School Growth Percentile,2015 # Tested,2015 % Students Making National Average Growth,2015 National School Growth Percentile,2016 # Tested,2016 % Students Making National Average Growth,2016 National School Growth Percentile
400083,UNO - PAZ,Charter,READING,Grade 3,18,83.3,95,21,42.9,4,24,45.8,10
400083,UNO - PAZ,Charter,READING,Grade 4,46,73.9,96,29,58.6,17,21,33.3,6
400083,UNO - PAZ,Charter,READING,Grade 5,38,60.5,58,52,55.8,68,30,63.3,64
400083,UNO - PAZ,Charter,READING,Grade 6,30,60,88,36,69.4,93,44,56.8,37
400083,UNO - PAZ,Charter,READING,Grade 7,38,78.9,98,23,56.5,78,33,45.5,32
400083,UNO - PAZ,Charter,READING,Grade 8,39,79.5,88,42,66.7,52,21,42.9,18
400083,UNO - PAZ,Charter,READING,Grades 3-8 Combined,209,72.2,95,203,59.6,58,173,49.7,29
400084,UNO - TAMAYO,Charter,MATH,Grade 3,12,91.7,99,23,95.7,99,13,84.6,89
400084,UNO - TAMAYO,Charter,MATH,Grade 4,25,84,99,28,67.9,96,28,50,61
400084,UNO - TAMAYO,Charter,MATH,Grade 5,31,71,97,27,44.4,36,31,35.5,11
400084,UNO - TAMAYO,Charter,MATH,Grade 6,28,32.1,20,28,57.1,61,25,52,47
400084,UNO - TAMAYO,Charter,MATH,Grade 7,26,53.8,45,28,67.9,86,27,59.3,48
400084,UNO - TAMAYO,Charter,MATH,Grade 8,27,40.7,15,27,81.5,91,27,55.6,32
400084,UNO - TAMAYO,Charter,MATH,Grades 3-8 Combined,149,59.1,76,161,68.3,88,151,53,42
400084,UNO - TAMAYO,Charter,READING,Grade 3,12,33.3,70,23,60.9,83,13,61.5,52
400084,UNO - TAMAYO,Charter,READING,Grade 4,25,48,26,28,42.9,20,28,46.4,11
400084,UNO - TAMAYO,Charter,READING,Grade 5,30,63.3,92,27,85.2,99,31,71,98
400084,UNO - TAMAYO,Charter,READING,Grade 6,28,46.4,54,27,66.7,82,25,64,93
400084,UNO - TAMAYO,Charter,READING,Grade 7,26,42.3,20,28,64.3,78,27,77.8,78
400084,UNO - TAMAYO,Charter,READING,Grade 8,27,37,10,27,74.1,98,27,70.4,69
400084,UNO - TAMAYO,Charter,READING,Grades 3-8 Combined,148,46.6,48,160,65.6,88,151,65.6,76
400087,YOUNG WOMENS HS,Charter,MATH,Grade 7,,,,,,,,,
400087,YOUNG WOMENS HS,Charter,MATH,Grade 8,46,58.7,48,,,,,,
400087,YOUNG WOMENS HS,Charter,MATH,Grades 3-8 Combined,46,58.7,48,,,,,,
400087,YOUNG WOMENS HS,Charter,READING,Grade 7,,,,,,,,,
400087,YOUNG WOMENS HS,Charter,READING,Grade 8,46,58.7,69,,,,,,
400087,YOUNG WOMENS HS,Charter,READING,Grades 3-8 Combined,46,58.7,69,,,,,,
400089,UNO - MARQUEZ,Charter,MATH,Grade 3,39,66.7,92,34,61.8,81,29,48.3,46
400089,UNO - MARQUEZ,Charter,MATH,Grade 4,51,56.9,58,52,57.7,64,43,74.4,89
400089,UNO - MARQUEZ,Charter,MATH,Grade 5,56,35.7,16,57,47.4,43,53,54.7,56
400089,UNO - MARQUEZ,Charter,MATH,Grade 6,51,35.3,35,50,44,40,55,21.8,1
400089,UNO - MARQUEZ,Charter,MATH,Grade 7,58,84.5,99,52,78.8,98,44,88.6,99
400089,UNO - MARQUEZ,Charter,MATH,Grade 8,58,75.9,96,54,75.9,89,52,76.9,87
400089,UNO - MARQUEZ,Charter,MATH,Grades 3-8 Combined,313,59.4,73,299,60.9,75,276,60.1,63
400089,UNO - MARQUEZ,Charter,READING,Grade 3,39,46.2,52,35,65.7,92,29,44.8,13
400089,UNO - MARQUEZ,Charter,READING,Grade 4,51,58.8,73,52,65.4,95,43,58.1,85
400089,UNO - MARQUEZ,Charter,READING,Grade 5,56,66.1,74,57,71.9,96,53,73.6,98
400089,UNO - MARQUEZ,Charter,READING,Grade 6,51,54.9,65,50,48,50,55,32.7,11
400089,UNO - MARQUEZ,Charter,READING,Grade 7,57,78.9,99,52,59.6,70,44,75,93
400089,UNO - MARQUEZ,Charter,READING,Grade 8,58,58.6,73,54,68.5,74,52,61.5,66
400089,UNO - MARQUEZ,Charter,READING,Grades 3-8 Combined,312,61.5,85,300,63.3,82,276,58,68
400092,CICS - BOND,Charter,MATH,Grade 3,46,76.1,87,43,55.8,47,46,19.6,2
400092,CICS - BOND,Charter,MATH,Grade 4,54,72.2,92,47,44.7,48,49,38.8,13
400092,CICS - BOND,Charter,MATH,Grade 5,46,76.1,99,48,58.3,74,47,34,15
400092,CICS - BOND,Charter,MATH,Grade 6,34,79.4,98,43,67.4,95,48,37.5,8
400092,CICS - BOND,Charter,MATH,Grades 3-8 Combined,180,75.6,97,181,56.4,72,190,32.6,7
400092,CICS - BOND,Charter,READING,Grade 3,46,41.3,5,44,54.5,75,46,41.3,8
400092,CICS - BOND,Charter,READING,Grade 4,53,67.9,98,48,72.9,99,49,53.1,80
400092,CICS - BOND,Charter,READING,Grade 5,46,80.4,99,50,56,84,47,53.2,70
400092,CICS - BOND,Charter,READING,Grade 6,34,70.6,97,42,66.7,92,48,50,35
400092,CICS - BOND,Charter,READING,Grades 3-8 Combined,179,64.8,97,184,62.5,96,190,49.5,46
400096,ROWE,Charter,MATH,Grade 3,93,61.3,91,88,54.5,51,98,36.7,20
400096,ROWE,Charter,MATH,Grade 4,103,69.9,92,103,49.5,52,103,52.4,37
400096,ROWE,Charter,MATH,Grade 5,82,74.4,99,106,45.3,31,108,49.1,50
400096,ROWE,Charter,MATH,Grade 6,22,63.6,88,104,26,3,107,41.1,17
400096,ROWE,Charter,MATH,Grade 7,23,82.6,99,22,72.7,92,102,64.7,78
400096,ROWE,Charter,MATH,Grade 8,,,,23,78.3,88,25,40,13
400096,ROWE,Charter,MATH,Grades 3-8 Combined,323,69,96,446,46.6,34,543,48.4,37
400096,ROWE,Charter,READING,Grade 3,93,39.8,20,88,51.1,21,99,61.6,70
400096,ROWE,Charter,READING,Grade 4,103,52.4,65,103,53.4,80,103,46.6,11
400096,ROWE,Charter,READING,Grade 5,82,69.5,88,106,50.9,43,108,41.7,11
400096,ROWE,Charter,READING,Grade 6,22,81.8,98,105,53.3,18,107,53.3,41
400096,ROWE,Charter,READING,Grade 7,23,65.2,95,22,95.5,99,102,52.9,62
400096,ROWE,Charter,READING,Grade 8,,,,23,82.6,94,25,48,16
400096,ROWE,Charter,READING,Grades 3-8 Combined,323,56,69,447,55.9,50,544,50.9,36
400101,UNO - CISNEROS,Charter,MATH,Grade 3,49,63.3,81,44,63.6,66,47,36.2,15
400101,UNO - CISNEROS,Charter,MATH,Grade 4,47,61.7,53,58,70.7,81,51,66.7,84
400101,UNO - CISNEROS,Charter,MATH,Grade 5,63,55.6,61,55,61.8,77,58,46.6,29
400101,UNO - CISNEROS,Charter,MATH,Grade 6,57,78.9,92,60,70,85,51,70.6,92
400101,UNO - CISNEROS,Charter,MATH,Grade 7,41,100,99,56,98.2,99,57,93,99
400101,UNO - CISNEROS,Charter,MATH,Grade 8,50,52,71,43,39.5,7,53,39.6,9
400101,UNO - CISNEROS,Charter,MATH,Grades 3-8 Combined,307,67.4,90,316,68.7,91,317,59.3,73
400101,UNO - CISNEROS,Charter,READING,Grade 3,49,34.7,39,44,59.1,62,47,40.4,14
400101,UNO - CISNEROS,Charter,READING,Grade 4,47,55.3,65,58,82.8,99,51,56.9,64
400101,UNO - CISNEROS,Charter,READING,Grade 5,63,68.3,89,55,78.2,98,58,48.3,26
400101,UNO - CISNEROS,Charter,READING,Grade 6,57,70.2,93,60,66.7,90,52,67.3,75
400101,UNO - CISNEROS,Charter,READING,Grade 7,41,65.9,90,56,57.1,60,57,64.9,78
400101,UNO - CISNEROS,Charter,READING,Grade 8,50,74,99,43,86,96,53,81.1,95
400101,UNO - CISNEROS,Charter,READING,Grades 3-8 Combined,307,61.9,91,316,71.5,91,318,60.1,64
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 3,57,86,87,60,56.7,66,63,46,20
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 4,48,58.3,80,63,49.2,26,62,37.1,4
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 5,39,92.3,99,46,71.7,86,52,63.5,70
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 6,29,75.9,73,37,27,1,32,37.5,15
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 7,27,59.3,66,26,61.5,43,29,37.9,9
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grade 8,,,,25,64,68,21,33.3,4
400107,LEARN - SOUTH CHICAGO,Charter,MATH,Grades 3-8 Combined,200,75.5,94,257,54.5,42,259,44.4,18
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 3,56,75,63,61,50.8,48,63,42.9,13
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 4,48,54.2,61,63,47.6,23,62,30.6,1
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 5,39,43.6,29,46,50,7,52,67.3,96
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 6,29,58.6,54,37,64.9,85,32,65.6,93
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 7,27,59.3,20,26,46.2,25,29,41.4,12
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grade 8,,,,25,68,67,21,42.9,9
400107,LEARN - SOUTH CHICAGO,Charter,READING,Grades 3-8 Combined,199,59.3,50,258,53.1,42,259,47.5,24
400108,CICS - HAWKINS HS,Charter,MATH,Grade 7,36,47.2,24,13,46.2,16,,,
400108,CICS - HAWKINS HS,Charter,MATH,Grade 8,27,59.3,78,27,57.1,73,,,
400108,CICS - HAWKINS HS,Charter,MATH,Grades 3-8 Combined,63,52.4,45,40,53.7,55,,,
400108,CICS - HAWKINS HS,Charter,READING,Grade 7,36,58.3,68,13,69.2,73,,,
400108,CICS - HAWKINS HS,Charter,READING,Grade 8,27,55.6,58,28,41.4,45,,,
400108,CICS - HAWKINS HS,Charter,READING,Grades 3-8 Combined,63,57.1,69,41,50,56,,,
400111,LEARN - PERKINS,Charter,MATH,Grade 3,88,36.4,1,84,50,30,57,45.6,21
400111,LEARN - PERKINS,Charter,MATH,Grade 4,94,73.4,96,83,67.5,82,85,24.7,3
400111,LEARN - PERKINS,Charter,MATH,Grade 5,48,60.4,83,88,51.1,35,80,65,75
400111,LEARN - PERKINS,Charter,MATH,Grade 6,46,28.3,9,43,18.6,1,70,31.4,8
400111,LEARN - PERKINS,Charter,MATH,Grade 7,,,,39,87.2,99,39,92.3,99
400111,LEARN - PERKINS,Charter,MATH,Grade 8,,,,,,,37,37.8,21
400111,LEARN - PERKINS,Charter,MATH,Grades 3-8 Combined,276,51.8,44,337,54.9,48,368,46.5,32
400111,LEARN - PERKINS,Charter,READING,Grade 3,88,53.4,16,84,47.6,25,57,38.6,16
400111,LEARN - PERKINS,Charter,READING,Grade 4,94,75.5,99,82,63.4,92,86,60.5,77
400111,LEARN - PERKINS,Charter,READING,Grade 5,48,31.3,8,88,42,3,80,36.3,6
400111,LEARN - PERKINS,Charter,READING,Grade 6,46,45.7,32,43,44.2,18,70,71.4,94
400111,LEARN - PERKINS,Charter,READING,Grade 7,,,,40,80,99,39,76.9,96
400111,LEARN - PERKINS,Charter,READING,Grade 8,,,,,,,37,45.9,12
400111,LEARN - PERKINS,Charter,READING,Grades 3-8 Combined,276,55.8,57,337,53.4,46,369,54.2,54
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 3,31,96.8,99,54,96.3,99,38,97.4,99
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 4,58,48.3,55,52,9.6,1,57,17.5,1
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 5,63,68.3,93,63,76.2,78,57,82.5,98
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 6,56,67.9,81,63,44.4,30,61,50.8,19
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 7,56,87.5,99,59,91.5,99,61,75.4,93
400112,UNO - SOCCER ELEM,Charter,MATH,Grade 8,46,41.3,9,57,45.6,12,58,58.6,52
400112,UNO - SOCCER ELEM,Charter,MATH,Grades 3-8 Combined,310,66.8,91,348,61.2,73,332,61.7,72
400112,UNO - SOCCER ELEM,Charter,READING,Grade 3,31,61.3,88,54,66.7,92,38,76.3,98
400112,UNO - SOCCER ELEM,Charter,READING,Grade 4,58,27.6,2,52,44.2,18,57,52.6,52
400112,UNO - SOCCER ELEM,Charter,READING,Grade 5,63,52.4,64,63,66.7,97,57,68.4,94
400112,UNO - SOCCER ELEM,Charter,READING,Grade 6,55,49.1,32,63,57.1,58,61,44.3,24
400112,UNO - SOCCER ELEM,Charter,READING,Grade 7,56,80.4,99,59,59.3,78,61,67.2,79
400112,UNO - SOCCER ELEM,Charter,READING,Grade 8,49,53.1,32,57,42.1,13,58,48.3,22
400112,UNO - SOCCER ELEM,Charter,READING,Grades 3-8 Combined,312,53.2,55,348,56.3,64,332,58.4,64
400113,CICS - CHICAGOQUEST HS,Charter,MATH,Grade 6,15,13.3,2,,,,,,
400113,CICS - CHICAGOQUEST HS,Charter,MATH,Grade 7,43,30.2,4,23,34.8,25,,,
400113,CICS - CHICAGOQUEST HS,Charter,MATH,Grade 8,73,34.2,1,34,38.2,24,,,
400113,CICS - CHICAGOQUEST HS,Charter,MATH,Grades 3-8 Combined,131,30.5,3,57,36.8,25,,,
400113,CICS - CHICAGOQUEST HS,Charter,READING,Grade 6,16,37.5,3,,,,,,
400113,CICS - CHICAGOQUEST HS,Charter,READING,Grade 7,43,51.2,61,24,45.8,75,,,
400113,CICS - CHICAGOQUEST HS,Charter,READING,Grade 8,75,38.7,9,33,57.6,67,,,
400113,CICS - CHICAGOQUEST HS,Charter,READING,Grades 3-8 Combined,134,42.5,15,57,52.6,73,,,
400114,UNO - SANTIAGO,Charter,MATH,Grade 3,14,50,62,18,72.2,89,18,66.7,62
400114,UNO - SANTIAGO,Charter,MATH,Grade 4,14,78.6,97,23,82.6,99,20,100,99
400114,UNO - SANTIAGO,Charter,MATH,Grade 5,26,80.8,99,25,48,36,28,57.1,58
400114,UNO - SANTIAGO,Charter,MATH,Grade 6,24,45.8,51,28,39.3,36,25,72,96
400114,UNO - SANTIAGO,Charter,MATH,Grade 7,28,85.7,96,24,87.5,99,26,88.5,99
400114,UNO - SANTIAGO,Charter,MATH,Grade 8,25,68,80,29,69,88,28,64.3,76
400114,UNO - SANTIAGO,Charter,MATH,Grades 3-8 Combined,131,69.5,89,147,65.3,90,145,73.8,95
400114,UNO - SANTIAGO,Charter,READING,Grade 3,14,71.4,99,18,72.2,98,18,77.8,75
400114,UNO - SANTIAGO,Charter,READING,Grade 4,15,46.7,33,23,73.9,87,20,70,95
400114,UNO - SANTIAGO,Charter,READING,Grade 5,26,73.1,66,25,72,85,28,78.6,76
400114,UNO - SANTIAGO,Charter,READING,Grade 6,24,83.3,96,29,72.4,97,25,84,97
400114,UNO - SANTIAGO,Charter,READING,Grade 7,28,64.3,95,25,72,76,26,69.2,96
400114,UNO - SANTIAGO,Charter,READING,Grade 8,25,64,92,29,69,76,28,75,95
400114,UNO - SANTIAGO,Charter,READING,Grades 3-8 Combined,132,68.2,93,149,71.8,89,145,75.9,93
400115,CATALYST - MARIA,Charter,MATH,Grade 3,42,35.7,17,49,65.3,59,48,35.4,13
400115,CATALYST - MARIA,Charter,MATH,Grade 4,54,33.3,8,52,63.5,72,56,35.7,8
400115,CATALYST - MARIA,Charter,MATH,Grade 5,57,59.6,82,58,67.2,74,51,31.4,17
400115,CATALYST - MARIA,Charter,MATH,Grade 6,50,78,76,57,42.1,23,60,28.3,9
400115,CATALYST - MARIA,Charter,MATH,Grade 7,56,60.7,75,55,56.4,52,56,51.8,55
400115,CATALYST - MARIA,Charter,MATH,Grade 8,,,,55,50.9,50,57,50.9,55
400115,CATALYST - MARIA,Charter,MATH,Grades 3-8 Combined,259,54.1,53,326,57.4,57,328,39,22
400115,CATALYST - MARIA,Charter,READING,Grade 3,42,40.5,16,49,61.2,86,48,31.3,3
400115,CATALYST - MARIA,Charter,READING,Grade 4,53,47.2,33,52,69.2,99,56,55.4,60
400115,CATALYST - MARIA,Charter,READING,Grade 5,58,56.9,39,57,56.1,68,52,38.5,3
400115,CATALYST - MARIA,Charter,READING,Grade 6,50,50,35,57,68.4,84,60,58.3,73
400115,CATALYST - MARIA,Charter,READING,Grade 7,56,50,56,55,76.4,96,55,63.6,75
400115,CATALYST - MARIA,Charter,READING,Grade 8,,,,54,63,72,57,78.9,98
400115,CATALYST - MARIA,Charter,READING,Grades 3-8 Combined,259,49.4,34,324,65.7,88,328,55.2,58
400116,MONTESSORI ENGLEWOOD,Charter,MATH,Grade 3,27,77.8,69,34,47.1,44,36,72.2,94
400116,MONTESSORI ENGLEWOOD,Charter,MATH,Grade 4,25,40,25,27,70.4,94,32,62.5,99
400116,MONTESSORI ENGLEWOOD,Charter,MATH,Grade 5,,,,16,87.5,99,26,42.3,17
400116,MONTESSORI ENGLEWOOD,Charter,MATH,Grade 6,,,,,,,14,50,29
400116,MONTESSORI ENGLEWOOD,Charter,MATH,Grades 3-8 Combined,52,59.6,50,77,63.6,89,108,59.3,83
400116,MONTESSORI ENGLEWOOD,Charter,READING,Grade 3,26,80.8,91,31,74.2,99,36,58.3,99
400116,MONTESSORI ENGLEWOOD,Charter,READING,Grade 4,22,59.1,84,29,62.1,94,33,57.6,90
400116,MONTESSORI ENGLEWOOD,Charter,READING,Grade 5,,,,17,58.8,59,26,34.6,1
400116,MONTESSORI ENGLEWOOD,Charter,READING,Grade 6,,,,,,,14,50,81
400116,MONTESSORI ENGLEWOOD,Charter,READING,Grades 3-8 Combined,48,70.8,99,77,66.2,97,109,51.4,73
400120,UNO - CLEMENTE,Charter,MATH,Grade 3,38,57.9,76,43,46.5,38,38,50,49
400120,UNO - CLEMENTE,Charter,MATH,Grade 4,54,61.1,65,48,37.5,19,44,22.7,1
400120,UNO - CLEMENTE,Charter,MATH,Grade 5,60,36.7,28,54,33.3,26,51,45.1,43
400120,UNO - CLEMENTE,Charter,MATH,Grade 6,56,39.3,23,59,47.5,31,53,37.7,20
400120,UNO - CLEMENTE,Charter,MATH,Grade 7,59,57.6,62,51,64.7,74,58,58.6,50
400120,UNO - CLEMENTE,Charter,MATH,Grade 8,58,50,28,57,50.9,27,52,50,41
400120,UNO - CLEMENTE,Charter,MATH,Grades 3-8 Combined,325,49.8,45,312,46.8,35,296,44.6,30
400120,UNO - CLEMENTE,Charter,READING,Grade 3,40,45,26,43,41.9,18,38,50,25
400120,UNO - CLEMENTE,Charter,READING,Grade 4,54,50,31,48,60.4,60,44,45.5,22
400120,UNO - CLEMENTE,Charter,READING,Grade 5,60,58.3,64,54,57.4,57,51,64.7,88
400120,UNO - CLEMENTE,Charter,READING,Grade 6,57,47.4,30,60,51.7,44,53,49.1,37
400120,UNO - CLEMENTE,Charter,READING,Grade 7,58,72.4,98,52,82.7,99,58,70.7,94
400120,UNO - CLEMENTE,Charter,READING,Grade 8,58,43.1,22,57,64.9,72,52,69.2,88
400120,UNO - CLEMENTE,Charter,READING,Grades 3-8 Combined,327,53.2,52,314,60.2,70,296,59.1,68
400121,UNO - ROGERS PARK,Charter,MATH,Grade 3,30,56.7,27,41,58.5,57,32,75,97
400121,UNO - ROGERS PARK,Charter,MATH,Grade 4,48,54.2,57,44,43.2,21,46,43.5,47
400121,UNO - ROGERS PARK,Charter,MATH,Grade 5,59,74.6,97,55,61.8,85,47,25.5,12
400121,UNO - ROGERS PARK,Charter,MATH,Grade 6,55,36.4,5,52,48.1,23,42,23.8,2
400121,UNO - ROGERS PARK,Charter,MATH,Grade 7,52,88.5,99,46,43.5,20,49,67.3,92
400121,UNO - ROGERS PARK,Charter,MATH,Grade 8,55,52.7,44,42,26.2,1,43,76.7,99
400121,UNO - ROGERS PARK,Charter,MATH,Grades 3-8 Combined,299,60.9,67,280,47.5,34,259,51,61
400121,UNO - ROGERS PARK,Charter,READING,Grade 3,30,33.3,3,41,56.1,26,32,81.3,99
400121,UNO - ROGERS PARK,Charter,READING,Grade 4,48,45.8,36,44,50,55,46,71.7,99
400121,UNO - ROGERS PARK,Charter,READING,Grade 5,59,66.1,65,55,67.3,92,47,72.3,99
400121,UNO - ROGERS PARK,Charter,READING,Grade 6,55,47.3,33,52,36.5,17,42,33.3,10
400121,UNO - ROGERS PARK,Charter,READING,Grade 7,52,53.8,65,46,47.8,40,49,79.6,99
400121,UNO - ROGERS PARK,Charter,READING,Grade 8,55,50.9,45,42,38.1,8,43,81.4,96
400121,UNO - ROGERS PARK,Charter,READING,Grades 3-8 Combined,299,51.2,40,280,49.6,38,259,69.9,95
400146,KIPP CHICAGO - CREATE,Charter,MATH,Grade 5,50,88,99,64,75,99,70,78.6,98
400146,KIPP CHICAGO - CREATE,Charter,MATH,Grade 6,82,19.5,1,74,35.1,7,86,61.6,73
400146,KIPP CHICAGO - CREATE,Charter,MATH,Grade 7,83,54.2,39,68,42.6,34,80,44.4,13
400146,KIPP CHICAGO - CREATE,Charter,MATH,Grade 8,,,,78,44.9,29,60,81.7,99
400146,KIPP CHICAGO - CREATE,Charter,MATH,Grades 3-8 Combined,215,48.8,44,284,48.6,48,296,65,84
400146,KIPP CHICAGO - CREATE,Charter,READING,Grade 5,50,60,34,64,76.6,99,70,72.9,99
400146,KIPP CHICAGO - CREATE,Charter,READING,Grade 6,82,42.7,10,74,47.3,50,86,51.2,35
400146,KIPP CHICAGO - CREATE,Charter,READING,Grade 7,83,66.3,64,68,54.4,64,81,82.7,99
400146,KIPP CHICAGO - CREATE,Charter,READING,Grade 8,,,,78,39.7,10,60,50,55
400146,KIPP CHICAGO - CREATE,Charter,READING,Grades 3-8 Combined,215,55.8,29,284,53.5,64,297,64.6,87
400149,UNO SOCCER HS,Charter,MATH,Grade 6,,,,,,,,,
400149,UNO SOCCER HS,Charter,MATH,Grade 7,101,28.7,2,,,,,,
400149,UNO SOCCER HS,Charter,MATH,Grade 8,82,30.5,3,99,42.4,37,,,
400149,UNO SOCCER HS,Charter,MATH,Grades 3-8 Combined,183,29.5,4,99,42.4,37,,,
400149,UNO SOCCER HS,Charter,READING,Grade 6,,,,,,,,,
400149,UNO SOCCER HS,Charter,READING,Grade 7,101,43.6,15,,,,,,
400149,UNO SOCCER HS,Charter,READING,Grade 8,83,37.3,5,98,63.3,82,,,
400149,UNO SOCCER HS,Charter,READING,Grades 3-8 Combined,184,40.8,7,98,63.3,82,,,
400151,LEARN - 7,Charter,MATH,Grade 3,53,62.3,43,45,73.3,59,75,38.7,37
400151,LEARN - 7,Charter,MATH,Grade 4,64,54.7,58,56,51.8,45,45,60,43
400151,LEARN - 7,Charter,MATH,Grade 5,,,,57,35.1,5,58,20.7,1
400151,LEARN - 7,Charter,MATH,Grades 3-8 Combined,117,58.1,53,158,51.9,25,178,38.2,13
400151,LEARN - 7,Charter,READING,Grade 3,53,56.6,36,45,42.2,54,74,43.2,21
400151,LEARN - 7,Charter,READING,Grade 4,64,54.7,41,56,41.1,7,46,45.7,10
400151,LEARN - 7,Charter,READING,Grade 5,,,,57,26.3,2,58,37.9,10
400151,LEARN - 7,Charter,READING,Grades 3-8 Combined,117,55.6,36,158,36.1,14,178,42.1,18
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 3,27,77.8,99,44,86.4,98,41,61,44
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 4,43,41.9,16,45,51.1,50,52,65.4,66
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 5,54,40.7,19,55,49.1,16,57,86,98
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 6,48,29.2,9,54,20.4,3,47,36.2,29
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 7,29,58.6,58,53,74.1,96,47,93.6,99
400153,UNO - BRIGHTON PARK,Charter,MATH,Grade 8,29,72.4,65,33,60.6,73,50,52,48
400153,UNO - BRIGHTON PARK,Charter,MATH,Grades 3-8 Combined,230,49.1,39,284,55.8,55,294,66.3,80
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 3,27,77.8,88,44,65.9,75,41,58.5,46
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 4,42,59.5,56,45,51.1,62,52,51.9,25
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 5,54,59.3,79,55,52.7,52,57,80.7,99
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 6,48,56.3,59,54,55.6,59,47,68.1,78
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 7,29,55.2,54,53,63,85,47,87.2,99
400153,UNO - BRIGHTON PARK,Charter,READING,Grade 8,29,55.2,29,33,69.7,87,50,64,55
400153,UNO - BRIGHTON PARK,Charter,READING,Grades 3-8 Combined,229,59.8,69,284,58.9,71,294,68.7,82
400159,CHRISTOPHER HOUSE,Charter,MATH,Grade 3,,,,36,38.9,20,40,67.5,87
400159,CHRISTOPHER HOUSE,Charter,MATH,Grade 4,,,,,,,35,74.3,99
400159,CHRISTOPHER HOUSE,Charter,MATH,Grades 3-8 Combined,,,,36,38.9,20,75,70.7,97
400159,CHRISTOPHER HOUSE,Charter,READING,Grade 3,,,,36,22.2,1,40,82.5,99
400159,CHRISTOPHER HOUSE,Charter,READING,Grade 4,,,,,,,35,77.1,99
400159,CHRISTOPHER HOUSE,Charter,READING,Grades 3-8 Combined,,,,36,22.2,1,75,80,99
400161,CHICAGO COLLEGIATE,Charter,MATH,Grade 4,38,89.5,99,48,66.7,70,44,56.8,45
400161,CHICAGO COLLEGIATE,Charter,MATH,Grade 5,64,87.5,99,46,41.3,25,57,40.4,13
400161,CHICAGO COLLEGIATE,Charter,MATH,Grade 6,51,68.6,85,66,37.9,25,51,45.1,13
400161,CHICAGO COLLEGIATE,Charter,MATH,Grade 7,,,,57,66.7,78,57,35.1,3
400161,CHICAGO COLLEGIATE,Charter,MATH,Grade 8,,,,,,,51,41.2,13
400161,CHICAGO COLLEGIATE,Charter,MATH,Grades 3-8 Combined,153,81.7,99,217,52.5,48,260,43.1,13
400161,CHICAGO COLLEGIATE,Charter,READING,Grade 4,38,78.9,99,48,83.3,99,44,61.4,96
400161,CHICAGO COLLEGIATE,Charter,READING,Grade 5,64,68.8,78,46,69.6,99,57,36.8,1
400161,CHICAGO COLLEGIATE,Charter,READING,Grade 6,51,78.4,99,66,65.2,82,50,42,12
400161,CHICAGO COLLEGIATE,Charter,READING,Grade 7,,,,57,71.9,98,57,49.1,30
400161,CHICAGO COLLEGIATE,Charter,READING,Grade 8,,,,,,,50,50,20
400161,CHICAGO COLLEGIATE,Charter,READING,Grades 3-8 Combined,153,74.5,98,217,71.9,99,258,47.3,22
400162,INTRINSIC HS,Charter,MATH,Grade 7,98,49,48,152,61.2,77,158,62.7,77
400162,INTRINSIC HS,Charter,MATH,Grade 8,,,,136,84.6,97,132,70.5,83
400162,INTRINSIC HS,Charter,MATH,Grades 3-8 Combined,98,49,48,288,72.2,91,290,66.2,81
400162,INTRINSIC HS,Charter,READING,Grade 7,98,59.2,65,150,63.3,73,158,52.5,42
400162,INTRINSIC HS,Charter,READING,Grade 8,,,,136,70.6,88,133,65.4,67
400162,INTRINSIC HS,Charter,READING,Grades 3-8 Combined,98,59.2,65,286,66.8,83,291,58.4,54
400163,KIPP CHICAGO - BLOOM,Charter,MATH,Grade 5,68,89.7,99,91,86.8,99,71,53.5,66
400163,KIPP CHICAGO - BLOOM,Charter,MATH,Grade 6,75,40,24,74,47.3,40,82,20.7,1
400163,KIPP CHICAGO - BLOOM,Charter,MATH,Grade 7,,,,68,77.9,96,80,51.3,32
